,car_id,car_model,used_label,price,exteriorColor,interiorColor,drivetrain,minMPG,maxMPG,fuelType,transmission,engine,mileage,brand
205,207.0,Ford F-150 XLT,1,42,147,11,3,18.0,23.0,3,29,2.7L V6 24V PDI DOHC Twin Turbo,19615.0,10
206,208.0,BMW 330 i xDrive,1,39,79,11,2,25.0,34.0,3,20,2.0L I4 16V GDI DOHC Turbo,39669.0,3
207,209.0,Honda CR-V EX,1,28,70,44,4,28.0,34.0,3,28,1.5L I4 16V GDI DOHC Turbo,30340.0,13
208,210.0,Toyota 4Runner Trail Premium,1,36,180,83,0,17.0,21.0,3,6,4.0L V6 24V MPFI DOHC,50116.0,28
209,211.0,Acura MDX 3.5L w/Technology Package,1,41,93,35,4,20.0,27.0,3,24,3.5L V6 24V GDI SOHC,30260.0,0
210,212.0,Subaru Impreza 2.0i,1,16,19,46,2,28.0,38.0,3,31,4 Cylinder Engine,40060.0,26
211,213.0,Toyota Highlander Base,1,5,165,76,4,23.0,23.0,3,27,3.3L V6,204440.0,28
212,214.0,Lexus RX 300,1,9,19,11,2,18.0,22.0,3,3,3.0L V6 24V MPFI DOHC,77792.0,19
213,215.0,Honda CR-V EX-L,0,34,104,44,2,27.0,33.0,3,28,1.5L I4 16V GDI DOHC Turbo,36188.0,13
214,216.0,Toyota 4Runner SR5,1,37,173,44,5,17.0,21.0,3,6,4.0L V6 24V MPFI DOHC,37750.0,28
215,217.0,Chevrolet Impala Premier 2LZ,1,26,148,49,4,19.0,28.0,3,9,3.6L V6 24V GDI DOHC,55545.0,6
216,218.0,BMW X7 xDrive50i,1,81,103,77,2,15.0,21.0,3,20,4.4L V8 32V GDI DOHC Twin Turbo,27289.0,3
217,219.0,Mercedes-Benz S-Class S 550 4MATIC,1,15,19,20,2,14.0,20.0,3,15,5.5L V8 32V MPFI DOHC,89247.0,22
218,220.0,Nissan Rogue SL,1,21,69,25,2,25.0,32.0,3,28,2.5L I4 16V MPFI DOHC,75290.0,23
219,221.0,Volkswagen Atlas 3.6L SEL Premium,1,47,130,55,2,16.0,22.0,3,20,3.6L V6 24V GDI DOHC,17123.0,29
220,222.0,Acura TLX FWD,0,31,93,35,4,23.0,33.0,3,21,2.4L I4 16V GDI DOHC,37033.0,0
221,223.0,Toyota 4Runner Limited,1,46,99,63,3,17.0,20.0,3,6,4.0L V6 24V MPFI DOHC,16854.0,28
222,224.0,Toyota RAV4 XLE,1,28,23,11,4,23.0,30.0,3,9,2.5L I4 16V MPFI DOHC,17590.0,28
223,225.0,Honda Accord EX-L 1.5T,1,20,11,11,4,30.0,38.0,3,26,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,75592.0,13
224,226.0,Mercedes-Benz GLE 350 Base 4MATIC,1,53,132,11,2,19.0,26.0,3,24,2.0L I4 16V GDI DOHC Turbo,31179.0,22
225,227.0,BMW 330 i,1,39,17,28,5,26.0,36.0,3,20,2.0L I4 16V GDI DOHC Turbo,19377.0,3
226,228.0,BMW X3 M40i,1,47,3,11,2,20.0,27.0,3,20,3.0L I6 24V GDI DOHC Turbo,33855.0,3
227,229.0,Audi Q3 45 S line Premium,1,44,72,58,2,20.0,28.0,3,15,I4,12051.0,2
228,230.0,Audi Q3 45 S line Premium,1,44,60,58,2,20.0,28.0,3,15,I4,13109.0,2
229,231.0,Mercedes-Benz GLC 300 Base 4MATIC,0,40,11,73,2,22.0,27.0,3,24,2.0L I4 16V GDI DOHC Turbo,19782.0,22
230,232.0,BMW X5 PHEV xDrive45e,1,71,19,20,2,0.0,0.0,6,33,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,10500.0,3
231,233.0,Genesis GV80 2.5T,1,52,82,11,5,21.0,25.0,3,20,2.5L I4 16V PDI DOHC Turbo,6914.0,12
232,234.0,Audi S5 3.0T Prestige,1,44,66,53,2,21.0,30.0,3,20,3.0L V6 24V GDI DOHC Turbo,49950.0,2
233,235.0,Honda Pilot EX-L,1,36,44,8,4,19.0,27.0,3,9,3.5L V6 24V GDI SOHC,36790.0,13
234,236.0,Mercedes-Benz GLC 300 Base 4MATIC,1,37,66,11,2,22.0,27.0,4,23,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10662.0,22
235,237.0,Chevrolet Spark LS,1,13,66,44,4,30.0,38.0,3,28,1.4L I4 16V MPFI DOHC,14035.0,6
236,238.0,Hyundai Elantra SE,1,21,125,11,4,29.0,38.0,3,9,2.0L I4 16V MPFI DOHC,11326.0,14
237,239.0,Hyundai Elantra SE,1,18,125,44,4,29.0,38.0,3,9,2.0L I4 16V MPFI DOHC,43148.0,14
238,240.0,Chevrolet Suburban 1500 LT,1,32,11,44,3,15.0,22.0,3,9,5.3L V8 16V GDI OHV,89990.0,6
239,241.0,Mercedes-Benz S-Class S 550 4MATIC,1,25,97,5,2,15.0,24.0,3,15,4.7L V8 32V GDI DOHC Twin Turbo,59725.0,22
240,242.0,Nissan Frontier PRO-4X,1,38,59,83,3,17.0,23.0,3,24,3.8L V6 24V GDI DOHC,11510.0,23
241,243.0,Honda Accord EX-L 1.5T,1,18,104,44,4,30.0,38.0,3,37,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,87091.0,13
242,244.0,Jeep Grand Cherokee Limited,1,35,62,11,3,18.0,25.0,3,20,3.6L V6 24V MPFI DOHC,32858.0,16
243,245.0,Mazda CX-5 Grand Touring,1,27,80,61,4,25.0,31.0,3,9,2.5L I4 16V GDI DOHC,23639.0,21
244,246.0,BMW 128 128i,1,8,17,11,5,18.0,28.0,3,26,3.0L DOHC 24-valve I6 engine -inc: double-VANOS steplessly varia,94876.0,3
245,247.0,Land Rover Range Rover,1,49,33,36,3,14.0,19.0,3,20,5.0L V8 32V GDI DOHC Supercharged,73178.0,18
246,248.0,Ford F-150 Lariat,1,19,11,60,3,0.0,0.0,0,26,5.0L V8 FFV engine,141281.0,10
247,249.0,Lexus LS 430 Base (A6),1,14,36,66,5,18.0,25.0,3,9,4.3L V8 32V MPFI DOHC,90908.0,19
248,250.0,Lexus RX 350 Base,1,47,173,11,2,19.0,26.0,3,20,3.5L V6 24V PDI DOHC,17212.0,19
249,251.0,Audi A7 3.0T Prestige,1,47,110,83,2,20.0,30.0,3,20,3.0L V6 24V GDI DOHC Supercharged,21603.0,2
250,252.0,Mazda Mazda6 Sport,1,30,80,61,4,23.0,31.0,3,9,2.5L I4 16V,35332.0,21
251,253.0,Hyundai Sonata Hybrid SE,1,18,48,44,4,40.0,44.0,5,9,2.0L I4 16V GDI DOHC Hybrid,72278.0,14
252,254.0,Alfa Romeo Giulia Ti,1,29,66,11,2,23.0,31.0,4,33,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,22855.0,1
253,255.0,Mercedes-Benz CLA 250 Base,0,30,132,83,4,24.0,37.0,3,16,2.0L I4 16V GDI DOHC Turbo,30820.0,22
254,256.0,Toyota Corolla LE,1,13,5,44,4,28.0,36.0,3,30,1.8L I4 DOHC Dual VVT-i,54898.0,28
255,257.0,Acura MDX 3.5L w/Technology Package,1,19,30,35,4,19.0,27.0,3,24,3.5L V6 24V GDI SOHC,71815.0,0
256,258.0,Nissan Rogue SV,0,19,89,25,2,25.0,32.0,3,28,2.5L I4 16V MPFI DOHC,74430.0,23
257,259.0,Honda Civic LX,1,23,104,11,4,0.0,38.0,3,34,Regular Unleaded I-4 2.0 L/122,29879.0,13
258,260.0,Lexus RX 350 Base (A5),1,11,19,8,2,17.0,22.0,3,6,3.5L V6 24V MPFI DOHC,90958.0,19
259,261.0,Honda Odyssey EX-L,0,38,120,56,4,19.0,28.0,3,24,3.5L V6 24V GDI SOHC,14494.0,13
260,262.0,BMW X5 xDrive40i,1,56,17,11,2,20.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,18031.0,3
261,263.0,Acura ILX Premium & A-SPEC Packages,1,30,131,62,4,24.0,34.0,3,21,2.4L I4 16V GDI DOHC,29085.0,0
262,264.0,Toyota Highlander Limited w/3rd Row,1,11,11,4,3,18.0,24.0,3,26,3.3L DOHC SFI 24-valve VVT-i V6 engine,96442.0,28
263,265.0,BMW M550 i Xdrive,1,44,11,11,2,18.0,25.0,3,36,8 Cylinder Engine,38336.0,3
264,266.0,Subaru Forester,0,27,35,44,2,26.0,33.0,3,28,2.5L H4 16V GDI DOHC,12679.0,26
265,267.0,Subaru Forester,1,23,37,44,2,26.0,33.0,3,28,2.5L H4 16V GDI DOHC,10460.0,26
266,268.0,BMW M4 Base,1,72,173,83,5,18.0,25.0,3,32,3.0L I6 24V GDI DOHC Twin Turbo,6626.0,3
267,269.0,Volkswagen Tiguan 2.0T SE,0,26,42,11,2,21.0,29.0,3,20,2.0L I4 16V GDI DOHC Turbo,28601.0,29
268,270.0,Cadillac XT6 Premium Luxury AWD,1,59,160,31,2,18.0,25.0,3,24,3.6L V6 24V GDI DOHC,10932.0,5
269,271.0,Chevrolet Blazer Premier,1,48,11,49,4,19.0,26.0,3,24,3.6L V6 24V GDI DOHC,11843.0,6
270,272.0,Honda CR-V EX-L,1,29,180,83,4,28.0,34.0,3,28,1.5L I4 16V GDI DOHC Turbo,21868.0,13
271,273.0,Porsche 911 Targa 4,1,72,19,11,2,18.0,25.0,3,16,3.6L H6 24V GDI DOHC,41198.0,24
272,274.0,Mercedes-Benz C-Class C 300,0,33,11,83,5,23.0,34.0,3,24,2.0L I4 16V GDI DOHC Turbo,35825.0,22
273,275.0,Mercedes-Benz E-Class E 400,1,20,158,83,5,20.0,29.0,3,15,3.0L V6 24V GDI DOHC Twin Turbo,102893.0,22
274,276.0,Audi A3 2.0T Prestige,1,31,55,11,2,24.0,31.0,3,10,2.0L I4 16V GDI DOHC Turbo,64403.0,2
275,277.0,Jeep Grand Cherokee Limited,1,27,62,11,5,19.0,26.0,3,20,3.6L V6 24V MPFI DOHC,16929.0,16
276,278.0,Subaru Outback 2.5i Limited,1,29,37,11,2,25.0,32.0,3,28,2.5L H4 16V MPFI DOHC,47445.0,26
277,279.0,Mazda CX-5 Grand Touring,1,27,80,61,4,25.0,31.0,3,9,2.5L I4 16V GDI DOHC,37852.0,21
278,280.0,Porsche Cayenne S,1,34,173,11,2,17.0,24.0,3,20,3.6L V6 24V GDI DOHC Twin Turbo,56557.0,24
279,281.0,BMW X5 xDrive40i,1,62,3,11,2,20.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,10422.0,3
280,282.0,Lexus RX 350 Base,1,18,157,83,1,18.0,24.0,3,9,3.5L V6 24V MPFI DOHC,124282.0,19
281,283.0,Buick LaCrosse Premium,1,28,123,50,4,21.0,31.0,3,20,3.6L V6 24V GDI DOHC,33148.0,4
282,284.0,Cadillac XT5 Luxury,1,33,160,11,4,19.0,27.0,3,20,3.6L V6 24V GDI DOHC,39535.0,5
283,285.0,BMW X3 xDrive30i,0,37,20,21,2,22.0,29.0,3,20,2.0L I4 16V GDI DOHC Turbo,32702.0,3
284,286.0,Tesla Model Y Performance,1,74,122,82,2,115.0,106.0,1,1,Electric,12708.0,27
285,287.0,INFINITI QX50 ESSENTIAL,0,35,15,43,4,24.0,31.0,3,28,2.0L I4 16V PDI DOHC Turbo,19527.0,15
286,288.0,Volvo XC60 T5 Momentum,1,41,128,54,2,20.0,27.0,3,20,2.0L I4 16V GDI DOHC Turbo,33921.0,30
287,289.0,Dodge Challenger SXT,1,28,74,11,5,19.0,30.0,3,20,3.6L V6 24V MPFI DOHC,34283.0,8
288,290.0,Audi Q5 2.0T Premium,1,35,108,6,2,22.0,27.0,3,16,2.0L I4 16V GDI DOHC Turbo,28251.0,2
289,291.0,Mazda Mazda3 FWD w/Preferred Package,1,27,153,16,4,26.0,35.0,3,9,2.5L I4 16V GDI DOHC,11945.0,21
290,292.0,Kia Forte FE,1,16,11,44,4,31.0,41.0,3,28,2.0L I4 16V MPFI DOHC,14606.0,17
291,293.0,Audi Q5 2.0T Premium,1,35,72,11,2,22.0,27.0,3,16,2.0L I4 16V GDI DOHC Turbo,38337.0,2
292,294.0,Nissan Murano SL,0,29,89,43,4,21.0,28.0,3,28,3.5L V6 24V MPFI DOHC,39336.0,23
293,295.0,Chevrolet Corvette Stingray Z51,1,49,178,83,5,17.0,29.0,3,20,6.2L V8 16V GDI OHV,13053.0,6
294,296.0,Lincoln MKZ Select,1,22,173,30,4,21.0,31.0,3,9,2.0L I4 16V GDI DOHC Turbo,43485.0,20
295,297.0,Volvo XC60 T5 Momentum,1,38,36,83,2,20.0,27.0,3,20,2.0L I4 16V GDI DOHC Turbo,31039.0,30
296,298.0,Honda CR-V EX-L,1,33,105,83,2,27.0,33.0,3,28,1.5L I4 16V GDI DOHC Turbo,19426.0,13
297,299.0,BMW 330 i xDrive,1,40,3,11,2,25.0,34.0,3,20,2.0L I4 16V GDI DOHC Turbo,39186.0,3
298,300.0,Tesla Model Y Long Range,1,74,173,11,2,131.0,117.0,1,1,Electric,10926.0,27
299,301.0,Jeep Grand Cherokee Limited,1,34,10,83,5,19.0,26.0,3,20,3.6L V6 24V MPFI DOHC,33995.0,16
300,302.0,Mercedes-Benz AMG GLE 43 4MATIC Coupe,1,67,115,83,2,17.0,22.0,3,24,3.0L V6 24V GDI DOHC Twin Turbo,36343.0,22
301,303.0,Ford F-150 Lariat,1,66,1,11,3,19.0,24.0,3,2,5.0L V8 32V PDI DOHC,16581.0,10
302,304.0,Volkswagen Arteon 2.0T SEL Premium R-Line,1,32,94,78,2,20.0,27.0,3,20,2.0L I4 16V GDI DOHC Turbo,46542.0,29
303,305.0,Honda Accord LX,1,17,11,11,4,27.0,36.0,3,28,2.4L I4 16V GDI DOHC,65076.0,13
304,306.0,Dodge Charger SXT,1,32,129,11,5,19.0,30.0,3,20,3.6L V6 24V MPFI DOHC,32033.0,8
305,307.0,Mercedes-Benz AMG C 43 Base 4MATIC,0,54,11,0,2,19.0,27.0,3,24,3.0L V6 24V GDI DOHC Twin Turbo,36089.0,22
306,308.0,Honda Pilot EX-L,1,34,44,9,4,19.0,27.0,3,7,V6 Cylinder Engine,38383.0,13
307,309.0,Acura RDX Base,1,36,124,61,2,21.0,27.0,3,2,2.0L I4 16V GDI DOHC Turbo,21316.0,0
308,310.0,Acura RDX Base,1,37,124,61,2,21.0,27.0,3,2,2.0L I4 16V GDI DOHC Turbo,18576.0,0
309,311.0,Audi Q5 45 Premium,1,52,110,64,2,23.0,28.0,3,16,2.0L I4 16V GDI DOHC Turbo,14222.0,2
310,312.0,Nissan Rogue SL,1,22,69,25,2,25.0,32.0,3,26,Regular Unleaded I-4 2.5 L/152,54163.0,23
311,313.0,Acura MDX 3.5L Technology & A-Spec Pkgs,1,46,4,35,2,19.0,25.0,3,24,3.5L V6 24V GDI SOHC,21460.0,0
312,314.0,Volkswagen Atlas 3.6L SEL Premium,1,47,136,79,2,16.0,22.0,3,20,3.6L V6 24V GDI DOHC,34337.0,29
313,315.0,Volvo XC90 T6 Momentum,1,35,84,19,2,20.0,25.0,3,20,2.0L I4 16V GDI DOHC,56044.0,30
314,316.0,Honda Civic Sport,0,29,154,11,4,29.0,35.0,3,28,1.5L I4 16V GDI DOHC Turbo,17288.0,13
315,317.0,INFINITI QX80 Luxe,1,52,29,67,5,14.0,20.0,3,15,5.6L V8 32V GDI DOHC,27017.0,15
316,318.0,Honda Pilot Special Edition,1,43,131,11,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,6398.0,13
317,319.0,Honda Accord LX,0,29,28,46,4,30.0,38.0,3,28,1.5L I4 16V GDI DOHC Turbo,13112.0,13
318,320.0,Acura MDX 3.5L,1,23,173,8,2,18.0,27.0,3,9,3.5L V6 24V GDI SOHC,99697.0,0
319,321.0,Audi Q8 3.0T Premium,1,62,60,11,2,17.0,22.0,5,20,3.0L V6 24V GDI DOHC Turbo Hybrid,30425.0,2
320,322.0,Nissan Maxima 3.5 S,1,19,11,11,4,21.0,30.0,3,28,3.5L V6 24V MPFI DOHC,48203.0,23
321,323.0,Chevrolet Trax LS,0,17,148,11,4,25.0,33.0,3,9,1.4L I4 16V MPFI DOHC Turbo,30364.0,6
322,324.0,Kia Telluride SX,1,46,41,11,4,20.0,26.0,3,20,3.8L V6 24V GDI DOHC,33976.0,17
323,325.0,Chrysler 300 S,1,31,171,11,2,18.0,27.0,3,20,3.6L V6 24V MPFI DOHC,47004.0,7
324,326.0,Hyundai Santa Fe Limited 2.0T,1,34,134,12,4,20.0,27.0,3,20,2.0L I4 16V GDI DOHC Turbo,39946.0,14
325,327.0,Mercedes-Benz GLB 250 Base,1,37,11,11,4,23.0,30.0,3,21,2.0L I4 16V GDI DOHC Turbo,32624.0,22
326,328.0,Ford Mustang EcoBoost Premium,1,21,173,83,5,20.0,28.0,3,2,2.3L I4 16V GDI DOHC Turbo,68603.0,10
327,329.0,Chrysler Crossfire SRT-6,1,24,11,25,5,17.0,24.0,3,6,3.2L V6 18V MPFI SOHC Supercharged,10062.0,7
328,330.0,Ford F-150 XLT,1,41,11,11,3,18.0,23.0,3,2,2.7L V6 24V PDI DOHC Twin Turbo,46946.0,10
329,331.0,Mercedes-Benz GLA 250 Base,1,43,132,83,4,25.0,34.0,3,21,2.0L I4 16V GDI DOHC Turbo,10732.0,22
330,332.0,Porsche Boxster,1,28,100,70,5,19.0,27.0,3,16,2.9L H6 24V MPFI DOHC,71106.0,24
331,333.0,FIAT 500L Easy,1,9,113,11,4,25.0,33.0,3,13,1.4L I4 16V MPFI SOHC Turbo,65629.0,9
332,334.0,Honda Civic LX,1,15,11,17,4,30.0,39.0,3,28,1.8L I4 16V MPFI SOHC,47467.0,13
333,335.0,Honda Civic LX,1,19,173,15,4,31.0,40.0,3,28,2.0L I4 16V MPFI DOHC,51430.0,13
334,336.0,Lexus GX 460 Base,1,49,112,62,3,15.0,19.0,3,9,4.6L V8 32V MPFI DOHC,30421.0,19
335,337.0,BMW X3 M40i,1,47,25,56,2,20.0,27.0,3,20,3.0L I6 24V GDI DOHC Turbo,19572.0,3
336,338.0,Porsche Macan S,0,63,173,11,2,18.0,23.0,3,16,3.0L V6 24V GDI DOHC Turbo,38729.0,24
337,339.0,Mercedes-Benz CLA 250 Base,0,29,98,83,4,24.0,37.0,3,16,2.0L I4 16V GDI DOHC Turbo,31676.0,22
338,340.0,BMW X5 xDrive40i,1,58,79,11,2,20.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,31750.0,3
339,341.0,Mercedes-Benz CLA 250 Base,1,31,81,83,4,24.0,37.0,3,16,2.0L I4 16V GDI DOHC Turbo,25943.0,22
340,342.0,Mercedes-Benz GLE 350 Base 4MATIC,1,37,66,11,2,18.0,22.0,3,15,3.5L V6 24V GDI DOHC,49312.0,22
341,343.0,BMW X5 xDrive40i,1,53,17,47,2,20.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,35662.0,3
342,344.0,Nissan Rogue SV,1,18,121,2,2,25.0,32.0,3,28,2.5L I4 16V MPFI DOHC,73347.0,23
343,345.0,Nissan Rogue SV,1,15,89,25,2,25.0,32.0,3,28,2.5L I4 16V MPFI DOHC,99498.0,23
344,346.0,Honda Pilot Elite,1,34,116,44,2,19.0,26.0,3,24,3.5L V6 24V GDI SOHC,59498.0,13
345,347.0,Nissan Rogue SV,1,19,101,25,4,26.0,33.0,3,28,2.5L I4 16V MPFI DOHC,43121.0,23
346,348.0,BMW 428 i xDrive,1,13,66,11,2,22.0,33.0,3,20,2.0L I4 16V GDI DOHC Turbo,68535.0,3
347,349.0,Lexus RX 350 Base,1,11,36,76,2,17.0,22.0,3,4,V6 Cylinder Engine,114708.0,19
348,350.0,BMW X7 xDrive50i,1,69,17,28,2,15.0,21.0,3,20,4.4L V8 32V GDI DOHC Twin Turbo,46661.0,3
349,351.0,Toyota Camry XSE,0,30,99,11,4,28.0,39.0,3,20,2.5L I4 16V PDI DOHC,15341.0,28
350,352.0,Audi A4 2.0T Premium,1,31,72,11,2,23.0,34.0,3,16,2.0L I4 16V GDI DOHC Turbo,20910.0,2
351,353.0,Toyota Camry XSE,1,29,11,62,4,28.0,39.0,3,20,2.5L I4 16V PDI DOHC,22207.0,28
352,354.0,BMW X5 xDrive35i,1,31,11,56,2,18.0,24.0,3,20,3.0L I6 24V GDI DOHC Turbo,45922.0,3
353,355.0,Hyundai Santa Fe SEL 2.4,1,31,169,38,2,21.0,27.0,3,20,2.4L I4 16V GDI DOHC,13519.0,14
354,356.0,Kia Telluride SX,0,51,11,83,2,19.0,24.0,3,20,3.8L V6 24V GDI DOHC,25593.0,17
355,357.0,Mercedes-Benz GLC 300 Base 4MATIC,0,39,64,52,2,21.0,28.0,3,24,2.0L I4 16V GDI DOHC Turbo,44271.0,22
356,358.0,Subaru Forester,1,26,35,44,2,26.0,33.0,3,28,2.5L H4 16V GDI DOHC,33711.0,26
357,359.0,Toyota 4Runner Limited,1,35,66,63,3,17.0,21.0,3,6,4.0L V6 24V MPFI DOHC,53249.0,28
358,360.0,BMW X5 xDrive40i,1,63,25,47,2,20.0,26.0,3,20,3.0L I6 24V GDI DOHC Turbo,30523.0,3
359,361.0,Toyota 4Runner Limited,1,40,99,70,3,17.0,20.0,3,6,4.0L V6 24V MPFI DOHC,38530.0,28
360,362.0,Mazda CX-5 Grand Touring,1,30,80,11,4,25.0,31.0,3,9,2.5L I4 16V GDI DOHC,18410.0,21
361,363.0,GMC Yukon Denali,1,82,118,83,3,14.0,19.0,3,2,6.2L V8 16V GDI OHV,33316.0,11
362,364.0,Mercedes-Benz AMG GLE 43 4MATIC Coupe,0,61,173,11,2,17.0,22.0,3,24,3.0L V6 24V GDI DOHC Twin Turbo,36323.0,22
363,365.0,Tesla Model Y Long Range,1,73,11,83,2,127.0,114.0,1,1,Electric,10729.0,27
364,366.0,Ford F-150 XL,1,34,145,32,3,18.0,23.0,0,26,3.3L V6 24V PDI DOHC Flexible Fuel,51960.0,10
365,367.0,Mazda CX-9 Carbon Edition,1,41,133,62,2,20.0,26.0,3,9,2.5L I4 16V GDI DOHC Turbo,11309.0,21
366,368.0,Tesla Model Y Long Range,1,72,102,11,2,131.0,117.0,1,1,Electric,13919.0,27
367,369.0,Toyota 4Runner Limited,0,44,99,11,5,16.0,19.0,3,6,4.0L V6 24V MPFI DOHC,34593.0,28
368,370.0,Chevrolet Equinox Premier,1,22,78,49,4,21.0,31.0,3,11,4 Cylinder Engine,50127.0,6
369,371.0,Lexus RX 350 350,1,35,53,61,4,20.0,27.0,3,20,3.5L V6 24V GDI DOHC,73966.0,19
370,372.0,BMW X7 xDrive40i,1,71,6,77,2,20.0,25.0,3,20,3.0L I6 24V GDI DOHC Turbo,14004.0,3
371,373.0,Jeep Grand Cherokee Limited,1,39,46,11,3,18.0,25.0,3,20,3.6L V6 24V MPFI DOHC,39412.0,16
372,374.0,Ford Edge Sport,0,42,156,35,2,19.0,26.0,3,26,Twin Turbo Premium Unleaded V-6 2.7 L/166,25055.0,10
373,375.0,Lincoln Aviator Reserve AWD,1,58,135,83,2,17.0,24.0,3,2,3.0L V6 24V GDI DOHC Twin Turbo,37414.0,20
374,376.0,Subaru Crosstrek 2.0i Premium,1,19,137,46,2,26.0,34.0,3,28,2.0L H4 16V MPFI DOHC,94374.0,26
375,377.0,Subaru Crosstrek 2.0i Limited,1,28,162,11,2,27.0,33.0,3,28,2.0L H4 16V GDI DOHC,45209.0,26
376,378.0,Subaru Crosstrek 2.0i Premium,0,26,137,44,2,23.0,29.0,3,13,2.0L H4 16V GDI DOHC,39537.0,26
377,379.0,Audi Q5 45 Prestige,1,49,110,11,2,22.0,28.0,3,16,2.0L I4 16V GDI DOHC Turbo,10843.0,2
378,380.0,Tesla Model Y Long Range,1,75,122,11,2,131.0,117.0,1,1,Electric,14347.0,27
379,381.0,Volvo V90 Cross Country T5,1,50,119,25,2,23.0,31.0,3,20,2.0L I4 16V GDI DOHC Turbo,37837.0,30
380,382.0,Honda Accord EX-L,1,20,2,44,4,21.0,34.0,3,9,3.5L V6 24V MPFI SOHC,73467.0,13
381,383.0,Toyota 4Runner Limited,1,48,18,63,5,16.0,19.0,3,6,4.0L V6 24V MPFI DOHC,37001.0,28
382,384.0,Audi Q5 2.0T Premium,1,33,111,65,2,22.0,27.0,3,16,2.0L I4 16V GDI DOHC Turbo,43496.0,2
383,385.0,Nissan Murano SL,1,12,65,8,4,18.0,23.0,3,28,3.5L V6 24V MPFI DOHC,65881.0,23
384,386.0,Toyota 4Runner Nightshade,1,55,99,13,3,16.0,19.0,3,6,4.0L V6 24V MPFI DOHC,19814.0,28
385,387.0,Dodge Challenger SXT,1,27,175,11,5,19.0,30.0,3,20,3.6L V6 24V MPFI DOHC,19501.0,8
386,388.0,Audi Q8 3.0T Premium,1,72,26,11,2,17.0,22.0,3,20,3.0L V6 24V GDI DOHC Turbo,32731.0,2
387,389.0,Kia Telluride SX,1,51,49,44,4,20.0,26.0,3,20,3.8L V6 24V GDI DOHC,24793.0,17
388,390.0,Hyundai Elantra SEL,1,15,52,44,4,28.0,37.0,3,9,2.0L I4 16V MPFI DOHC,51503.0,14
389,391.0,Mercedes-Benz GLC 300 Base 4MATIC,1,51,11,11,2,21.0,28.0,3,24,2.0L I4 16V GDI DOHC Turbo,10769.0,22
390,392.0,Kia Telluride SX,1,50,41,44,4,20.0,26.0,3,20,3.8L V6 24V GDI DOHC,36411.0,17
391,393.0,Porsche Cayenne Base,1,49,92,67,2,18.0,24.0,3,20,3.6L V6 24V GDI DOHC,41125.0,24
392,394.0,Lincoln MKZ Standard,1,33,176,22,4,20.0,31.0,3,9,2.0L I4 16V GDI DOHC Turbo,13575.0,20
393,395.0,Honda HR-V LX,1,17,66,11,2,27.0,31.0,3,28,1.8L I4 16V MPFI SOHC,42436.0,13
394,396.0,Subaru Forester 2.5i Limited,0,26,40,44,2,26.0,32.0,3,28,2.5L H4 16V MPFI DOHC,51492.0,26
395,397.0,Ford Edge ST,1,43,56,35,2,19.0,26.0,3,20,2.7L V6 24V GDI DOHC Twin Turbo,22492.0,10
396,398.0,Hyundai Palisade Limited,1,45,109,11,4,19.0,26.0,3,20,3.8L V6 24V GDI DOHC,49541.0,14
397,399.0,Nissan Rogue SL,1,33,90,25,4,26.0,33.0,3,28,2.5L I4 16V MPFI DOHC,23320.0,23
398,400.0,Buick Encore Preferred,1,21,50,35,4,25.0,30.0,3,9,1.4L I4 16V MPFI DOHC Turbo,30406.0,4
399,401.0,Jeep Grand Cherokee Limited,1,33,46,11,3,18.0,25.0,3,20,3.6L V6 24V MPFI DOHC,43807.0,16
400,402.0,Toyota RAV4 Hybrid XLE,0,30,163,57,2,34.0,30.0,5,28,2.5L I4 16V MPFI DOHC Hybrid,41944.0,28
401,403.0,Cadillac XT4 Sport,1,35,11,11,2,22.0,29.0,3,24,2.0L I4 16V GDI DOHC Turbo,49386.0,5
402,404.0,Chevrolet Tahoe LTZ,1,35,168,49,3,16.0,22.0,3,9,5.3L V8 16V GDI OHV,115795.0,6
403,405.0,Kia Soul +,1,9,68,11,4,23.0,28.0,3,26,2.0L DOHC MPI dual-CVVT 16-valve I4 engine -inc: variable intake,47786.0,17
